Listagem dos Filmes Brasileiros Lançados Comercialmente em Salas de Exibição 1995 a 2021;;;;;;;;;;;;
Ano de Lançamento;CPB;Título;Direção;Gênero;Empresa Produtora Brasileira Majoritária;UF;Empresa Produtora Minoritária Brasileira;UF2;Distribuidora;Máximo de Salas;Público;Renda (R$)
2008;B0800932600000;Terra Vermelha;Marco Bechis;Ficção;Gullane;SP;-;-;Paris;15;7604;53228,44
2008;B0700749400000;Valsa Para Bruno Stein;Paulo Nascimento;Ficção;Accorde Filmes;RS;-;-;Panda Filmes;11;5140;28837,5
2008;B0800902300000;Vingança;Paulo Pons;Ficção;Pax Filmes;RJ;-;-;Riofilme;12;1943;11044,46
2008;B0800914800000;Última Parada - 174;Bruno Barreto;Ficção;Teleimage Productions;SP;Movi & Art/Globo Filmes/B B Produções/Lereby/Lc Barreto;SP/RJ/SP/RJ/RJ;Paramount;139;526094;3732763
2009;B0901024500000;1983.. O Ano Azul;Carlos Gerbase;Documentário;Prana Filmes;RS;-;-;Prana Filmes;2;2313;23001,98
2009;B0901028800000;23 Anos Em 7 Segundos: 1977 - O Fim Do Jejum Corinthiano;Di Moretti/Julio Xavier;Documentário;Canal Azul;SP;-;-;Fox;7;1718;14936
2009;B0900982500000;A Erva Do Rato;Julio Bressane;Ficção;Tb Produções;RJ;República Pureza Filmes;RJ;República Pureza;3;3546;31690
2009;B0800866000000;A Festa Da Menina Morta;Matheus Nachtergaele;Ficção;Bananeira Filmes;RJ;Teleimage;SP;Imovision;14;16414;131091,3
2009;B0700701800000;A Ilha Da Morte;Wolney Oliveira;Ficção;Bucanero Filmes;CE;-;-;Imovision;4;2177;23390,93
2009;B0901006700000;A Morte Inventada - Alienação Parental;Alan Minas;Documentário;Caraminhola Filmes;RJ;Cinerama Brasilis;RJ;Caraminhola Produções Artísticas;1;182;886
2009;B0901010800000;A Mulher Invisível;Cláudio Torres;Ficção;Conspiração Filmes;RJ;Globo Filmes/Lereby/Ybmusic;RJ/RJ/SP;Warner;220;2353646;20500361
2009;B0800831900000;Adagio Sostenuto;Pompeu Aguiar;Ficção;Cassandra Filmes;RJ;-;-;Pipa Produções;3;2107;9556,5
2009;B0901063200000;Alô, Alô, Terezinha!;Nelson Hoineff;Documentário;Comalt - Comunicação Alternativa;RJ;-;-;Imovision;58;26530;223512,71
2009;B0700707700000;Anabazys;Joel Pizzini/Paloma Rocha;Documentário;Paloma Cinematográfica;DF;-;-;Riofilme;5;842;6164,5
2009;B0800922200000;Apenas O Fim;Matheus Souza;Ficção;Atitude Produções;RJ;-;-;Filmes Do Estação;11;24693;159035,5
2009;B0900982700000;As Cantoras Do Rádio;Gil Baroni;Documentário;Arte Lux Produções/Beija Flor Filmes;PR/PR;-;-;Panda Filmes;7;2604;13033,23
2009;B0900993400000;Aventuras Do Surf Ii;Roberto Moura;Documentário;Massangana Filmes;RJ;Globo Filmes;RJ;Universal;61;64017;476445
2009;B0901044600000;Batatinha Poeta Do Samba;Marcelo Rabelo;Documentário;Portfolium Laboratório De Imagens;BA;-;-;Portfolium Laboratório De Imagens;1;221;1863
2009;B0800953500000;Bela Noite Para Voar;Zelito Viana;Ficção;Caribe;RJ;-;-;Universal;20;30983;165133
2009;B0901080700000;Besouro;João Daniel Tikhomiroff;Ficção;Mixer Rio;RJ;-;-;Sony;145;492659;3803835,75
2009;B1001132300000;Br3 - A Peça;Evaldo Mocarzel;Documentário;Casa Azul Produções;SP;-;-;Casa Azul;1;89;468
2009;B1001132200000;Br3 - O Documentário;Evaldo Mocarzel;Documentário;Casa Azul Produções;SP;-;-;Casa Azul;2;190;743,38
2009;B0900988600000;Budapeste;Walter Carvalho;Ficção;Nexus Cinema;SP;-;-;Imagem;40;97542;862662,29
2009;B0901061000000;Cidadão Boilesen;Chaim Litewski;Documentário;Palmares Produções E Jornalismo;RJ;-;-;Imovision;5;7958;76670,28
2009;B0901013900000;Cinderelas, Lobos E Um Príncipe Encantado;Joel Zito Araújo;Documentário;Casa De Criação Cinema;RJ;-;-;Pipa Produções;6;3066;12004,5
2009;B0901055900000;Cine Cocoricó: As Aventuras Na Cidade;Fernando Gomes;Ficção;Tv Cultura;SP;-;-;Moviemobz;39;22565;175249,03
2009;B0900969800000;Contratempo - Uma Valsa Da Dor;Malu Mader/Mini Kerti;Documentário;Videofilmes;RJ;-;-;Videofilmes;6;2045;11098,75
2009;B0901043200000;Coração Vagabundo;Fernando Grostein Andrade;Documentário;Uns Produções E Filmes;RJ;Cine/Teleimage;SP/SP;Paramount;10;19494;189614
2009;B0900979600000;Corpo Do Rio;Izabel Jaguaribe/Olívia Guimarães;Documentário;Jaguar Produções Artísticas;RJ;-;-;Pequena Central;2;941;2095
2009;B0901003500000;Divã;José Alvarenga Jr.;Ficção;Total Entertainment;RJ;-;-;Downtown/Riofilme;194;1866403;16497260,61
2009;B0901103700000;Do Começo Ao Fim;Aluizio Abranches;Ficção;Hare Filmes/Pequena Central;RJ/SP;Teleimage;SP;Downtown/Riofilme;24;86592;775401,23
2009;B0901078400000;Doce De Coco;Penna Filho;Ficção;Penna Filho Produções;SC;-;-;Pandora Filmes;1;1017;4195
2009;B0901070100000;Eliezer Batista - O Engenheiro Do Brasil;Victor Lopes;Documentário;Tv Zero Produções;RJ;-;-;Espaço Filmes;10;1403;12646
2009;B0800951000000;Embarque Imediato;Allan Fiterman;Ficção;Bang Filmes/Fera Produções;RJ/RJ;Hkauffmann Produção De Imagens/Peramel Produções Artísticas/Estudios Quanta/Allan Fiterman/Labocine;RJ/SP/SP/-/RJ;Europa/Riofilme;76;38099;313177,79
2009;B0901091900000;Entre A Luz E A Sombra;Luciana Burlamaqui;Documentário;Zora Mídia;SP;-;-;Videofilmes;5;341;2603
2009;B0800956800000;Entre Os Dedos;Frederico Serra/Tiago Guedes;Ficção;Plateau Produções;SP;-;-;Polifilmes;2;624;3596,5
2009;B0600605500000;Estórias De Trancoso;Augusto Sevá;Ficção;Albatroz Cinematográfica;SP;Cinecolor Brasil/Raiz Produções/Estudios Quanta/Encruzilhada Filmes;SP/SP/SP/SP;Polifilmes;1;267;1907
2009;B0900998600000;Fiel - O Filme;Andrea Pasquini;Documentário;G7 Cinema;SP;-;-;G7 Cinema;25;53929;469204,82
2009;B0900999100000;Filmefobia;Kiko Goifman;Ficção;Paleo Tv/Plateau Produções;SP/SP;-;-;Polifilmes;7;5244;34555
2009;B0901086000000;Flordelis - Basta Uma Palavra Para Mudar;Anderson Corrêa/Marco Antônio Ferraz;Ficção;Gospel & Gospel Produções;RJ;-;-;Serendip/Art Films;41;21603;180751,02
2009;B0800936700000;Fumando Espero;Adriana Dutra;Documentário;Inffinito;RJ;-;-;Gávea Filmes E Produções;7;2596;16555,5
2009;B0900991000000;Garapa;José Padilha;Documentário;Zazen Produções;RJ;-;-;Downtown;5;4701;34907,24
2009;B0901035900000;Herbert De Perto;Pedro Bronz/Roberto Berliner;Documentário;Tv Zero Cinema;RJ;-;-;Imagem;29;27408;240544,49
2009;B0901117100000;Hotel Atlântico;Suzana Amaral;Ficção;Planifilmes/Suzana Amaral Produções;SP/SP;-;-;Espaço Filmes;22;6516;45119,5
2009;B0901020100000;Jean Charles;Henrique Goldman;Ficção;Já Filmes;SP;-;-;Imagem;167;294231;2454006,02
2009;B0800830200000;Kfz-1348;Gabriel Mascaro/Marcelo Pedroso;Documentário;Rec Produtores Associados;PE;-;-;Rec Produtores;1;736;2616
2009;B0901025700000;Loki - Arnaldo Baptista;Paulo Henrique Fontenelle;Documentário;Canal Brasil;RJ;-;-;Canal Brasil;18;15588;141466,68
2009;B0800855600000;Manhã Transfigurada;Sérgio De Assis Brasil;Ficção;Milímmetros;RS;-;-;Pandora Filmes;3;1708;10722,5
2009;B0901082400000;Mesa De Bar Onde Tudo Acontece;Kleber Paredes/Marcelo Campos De Almeida/Ron Knighten/Sylvio Augusto Do Rego Barros Reis;Ficção;Bossal Filmes;RJ;-;-;Mirasul;3;104;1061
2009;B0800888700000;Mistéryos;Beto Carminatti/Pedro Merege;Ficção;Arte Lux Produções/Beija Flor Filmes;PR/PR;-;-;Panda Filmes;1;155;558
2009;B0901041200000;Moscou;Eduardo Coutinho;Documentário;Matizar/Videofilmes;RJ/RJ;-;-;Videofilmes;9;7993;59762
2009;B0901057200000;Nada Vai Nos Separar;Saturnino Rocha;Documentário;G7 Cinema;SP;-;-;G7 Cinema;5;5407;47118,24
2009;B1101495000000;Naufrágio - Mistério E Morte Na Catástrofe Do Príncipe De Astúrias;Edu Sallouti;Documentário;Mastershot Produções;SP;-;-;Master Shot Produções;ND;ND;ND
2009;B0901027100000;No Meu Lugar;Eduardo Valente;Ficção;Videofilmes;RJ;-;-;Downtown/Videofilmes;14;5447;32280,36
2009;B0901029800000;O Contador De Histórias;Luiz Villaça;Ficção;Nia Filmes/Ramalho Filmes;SP/SP;-;-;Warner;93;151927;1118268
2009;B0900971300000;O Diário De Sintra;Paula Gaitán;Documentário;Urca Filmes;RJ;-;-;Moviemobz/Riofilme;3;1066;9350
2009;B0800820600000;O Fim Da Picada;Christian Saghaard;Ficção;Cinegrama Filmes;SP;-;-;Cinegrama;1;941;4901
2009;B0800964000000;O Grilo Feliz E Os Insetos Gigantes;Rafael Ribas/Walbercy Ribas;Animação;Startanima;SP;-;-;Fox;122;370466;1952806,17
2009;B0900987100000;O Menino Da Porteira;Jeremias Moreira Filho;Ficção;Moonshot Pictures;SP;Moracy Do Val;-;Sony;280;669287;4567785
2009;B0901024100000;O Milagre De Santa Luzia;Sergio Roizenblit;Documentário;Miração Filmes;SP;-;-;Miração Filmes;8;6099;42103,75
2009;B0901061400000;Os Normais 2;José Alvarenga Jr.;Ficção;Globo Filmes;RJ;-;-;Imagem;433;2202640;18978259,88
2009;B0800891200000;Ouro Negro;Isa Albuquerque;Ficção;Íris Cinematográfica Tv;RJ;-;-;Pandora Filmes;4;3709;16473,1
2009;B0800917000000;Palavra (En)Cantada;Helena Solberg;Documentário;Marcio Debellian/Radiante Filmes; -/RJ;-;-;Filmes Do Estação;12;32464;261289,89
2009;B0800925600000;Patativa Do Assaré - Ave Poesia;Rosemberg Cariry;Documentário;Cariri Filmes;CE;-;-;Sereia Filmes;4;2723;15193,15
2009;B0800827400000;Paulo Gracindo - O Bem Amado;Gracindo Júnior;Documentário;Gracindo Filmes;RJ;Lereby/Link Digital;RJ/RJ;Filmes Do Estação;8;8968;75275,3
2009;B0901002100000;Praça Saens Peña;Vinícius Reis;Ficção;Limite Produções/Vinícius Reis;RJ/-;-;-;Moviemobz/Riofilme;5;5325;49112,55
2009;B0901071800000;Quanto Dura O Amor?;Roberto Moreira;Ficção;Coração Da Selva;SP;-;-;Pandora Filmes;9;11015;80765,42
2009;B0901072300000;Salve Geral;Sergio Rezende;Ficção;Toscana Audiovisual;RJ;Globo Filmes/Lereby;RJ/RJ;Sony/Downtown;186;317152;2644263,52
2009;B0800958700000;Se Eu Fosse Você 2;Daniel Filho;Ficção;Total Entertainment;RJ;Globo Filmes/Lereby;RJ/RJ;Fox;315;5787244;47624137
2009;B0901050700000;Se Nada Mais Der Certo;José Eduardo Belmonte;Ficção;34 Filmes;DF;-;-;Imovision;16;12798;101489,36
2009;B0901079200000;Sem Fio;Tristan Aronovich;Ficção;La Film - Latin American Film Institute;SP;-;-;Panda Filmes;1;248;1560
2009;B0901001900000;Senhores Do Vento;Isabella Nicolas;Documentário;Conteúdo Filmes;RJ;Book Filmes;RJ;Youle Filmes;1;19;186
2009;B0901010000000;Simonal - Ninguém Sabe O Duro Que Dei;Calvito Leal/Claudio Manoel/Micael Langer;Documentário;Claudio Manoel; -;Pontos De Fuga/Globo Filmes/Tv Zero Cinema/Zohar Cinema;RJ/RJ/RJ/RJ;Moviemobz/Riofilme;24;71056;689003,21
2009;B0901108200000;Som E Fúria;Fernando Meirelles;Ficção;Globo Filmes;RJ;-;-;O2 Cinema;1;591;3034
2009;B0901022100000;Tempos De Paz;Daniel Filho;Ficção;Lereby;RJ;-;-;Downtown;52;95792;799359
2009;B0800925800000;Titãs - A Vida Até Parece Uma Festa;Branco Mello/Oscar Rodrigues Alves;Documentário;Ciclope Empreendimentos Artísticos;SP;Casa 5/Ink/Anna Cristina De Vilalba Martinelli E Silva/Susi Locatelli Fromer/Rosa Celeste;SP/SP/SP/-/-/SP;Moviemobz;14;15211;144600,42
2009;B0901039400000;Topografia De Um Desnudo;Teresa Aguiar;Ficção;Tao Produções;SP;-;-;T.A.O. Produções Artisticas;1;1488;6065
2009;B0901010400000;Um Homem De Moral;Ricardo Dias;Documentário;24 Vps Filmes;SP;-;-;Superfilmes;10;6784;98555,5
2009;B0500444500000;Um Lobisomem Na Amazônia;Ivan Cardoso;Ficção;Topazio Filmes;RJ;-;-;Polifilmes/Topázio Filmes;8;625;5018,4
2009;B0901019900000;Um Romance De Geração;David França Mendes;Ficção;Cabra Vadia;RJ;O Alto Comando;RJ;Filmes Do Estação;2;793;6184,5
2009;Sem CPB;Vamos Subir, Leão;Marcos Luiz Bittencourt;Documentário;Canal 3;SC;-;-;Canal 3;ND;ND;ND
2009;B0901006300000;Velhas Guardas;Joatan Vilela Berbel;Documentário;Mp2 Produções;RJ;-;-;Pipa Produções;1;54;75
2009;B0800959100000;Verônica;Maurício Farias;Ficção;Fraiha Produções/Maurício Farias;RJ/-;Andrea Beltrão/Marco Ricca/Bernardo Guilherme/Quanta-Rio/Isabella Nicolas/Eduardo Feijó/Ellen Milet/Luciane Nicolino/Brian Sewell Produções Cinematográficas/Andréa Imperatore/José Augusto Cesar Wong;-/-/-/RJ/-/-/-/-/RJ/-/-;Europa;129;103905;740059,02
2009;B0800852600000;Waldick, Sempre No Meu Coração;Patrícia Pillar;Documentário;Ânima I;RJ;-;-;Pequena Central;8;3591;17076,5
2009;B0901096800000;Xuxa Em O Mistério De Feiurinha;Tizuka Yamasaki;Ficção;Playarte Pictures;SP;Conspiração Filmes/Xuxa Produções/Globo Filmes;RJ/RJ/RJ;Playarte;215;1307135;8484823,94
2009;B0901041400000;Zico Na Rede;Paulo Roscio;Documentário;Business Telecom;RJ;-;-;Business Telecom;2;546;2529,5
2009;B0901015000000;À Deriva;Heitor Dhalia;Ficção;O2 Filmes;SP;-;-;Universal;41;94588;870171
2009;B0901108700000;É Proibido Fumar;Anna Muylaert;Ficção;África Filmes/Dezenove Som E Imagens;SP/SP;-;-;Playarte;42;48306;411420,99
2010;B1001259800000;400 Contra 1 – A História Do Comando Vermelho;Caco Souza;Ficção;Destiny;SP;Playarte Pictures/Globo Filmes;SP/RJ;Playarte;76;127450;1078111,22
2010;B1001180900000;5X Favela – Agora Por Nós Mesmos;Cacá Diegues/Cacau Amaral/Cadu Barcelos/Luciana Bezerra/Luciano Vidigal/Manaíra Carneiro/Rodrigo Felha/Wagner Novais;Ficção;Luz Mágica Produções;RJ;-;-;Sony/Riofilme;48;160573;1365197,66
2010;B0400104300000;A Alma Do Osso;Cao Guimarães;Documentário;Cinco Em Ponto;MG;-;-;Filmes Do Rio De Janeiro;3;453;3955,71
2010;B0901007400000;A Casa Verde;Paulo Nascimento;Ficção;Accorde Filmes;RS;-;-;Accorde Audiovisuais;12;42954;128184,94
2010;B1001302600000;A Falta Que Me Faz;Marília Rocha;Documentário;Anavilhana;MG;-;-;Anavilhana;3;387;3304,4
2010;B1001236800000;A Guerra Dos Vizinhos;Rubens Xavier;Ficção;Xr2 Cinevídeo;SP;Cachuera!;SP;Polifilmes;8;22754;85531,45
2010;B1001283500000;A Suprema Felicidade;Arnaldo Jabor;Ficção;Ramalho Filmes;SP;-;-;Paramount;166;219472;2121215
2010;B0800935800000;Acácio;Marília Rocha;Documentário;Anavilhana;MG;-;-;Anavilhana;4;431;3375
2010;B1001330500000;Amor Por Acaso;Marcio Garcia;Ficção;Mgp Filmes;MG;-;-;Playarte;65;52359;459769,41
2010;B0901121200000;Antes Que O Mundo Acabe;Ana Luiza Azevedo;Ficção;Casa De Cinema De Porto Alegre;RS;-;-;Imagem;13;32297;218162,12
2010;B0500378700000;Ao Sul De Setembro;Amauri Tangará;Ficção;Cia D'Artes Do Brasil;MT;-;-;Polifilmes;1;125;1289
2010;B1001319100000;Aparecida, O Milagre;Tizuka Yamasaki;Ficção;Vitória Produções;RJ;Riofilme;RJ;Paramount;275;243336;1830173
2010;B1001256000000;As Cartas Psicografadas Por Chico Xavier;Cristiana Grumbach;Documentário;Crisis Produtivas;RJ;-;-;Ciclorama Filmes;22;7431;60280,74
2010;B1001172500000;As Melhores Coisas Do Mundo;Laís Bodanzky;Ficção;Gullane;SP;Buriti Filmes/Casa Redonda Produções;SP/SP;Warner/Riofilme;152;300165;2257084
2010;B1001164600000;B1 - Tenório Em Pequim;Eduardo Hunter Moura/Felipe Braga;Documentário;Losbragas Produções/Rt Features;RJ/SP;-;-;Espaço Filmes;9;679;7002
2010;B0901126600000;Bellini E O Demônio;Marcelo Galvão;Ficção;Santa Fé Filmes;RJ;-;-;Santa Fé Filmes;3;1661;14122
2010;B1001260400000;Cabeça A Prêmio;Marco Ricca;Ficção;Academia De Filmes/Ricca Produções;SP/SP;-;-;Europa;19;11619;93766,12
2010;B0901062000000;Caro Francis;Nelson Hoineff;Documentário;Comalt - Comunicação Alternativa;RJ;-;-;Imovision;2;3770;44117
2010;B1001148600000;Chico Xavier;Daniel Filho;Ficção;Lereby;RJ;-;-;Sony/Downtown;392;3413231;30279855,27
2010;B1001133500000;Cidade De Plástico;Yu Lik-Wai;Ficção;Gullane;SP;-;-;Paris;2;433;4066
2010;B1001237700000;Cildo;Gustavo Rosa De Moura;Documentário;Matizar;RJ;-;-;Videofilmes;3;848;7915
2010;B1001214400000;Como Esquecer;Malu De Martino;Ficção;Eh! Filmes;RJ;-;-;Europa;22;42539;339996,14
2010;B0901099400000;Depois De Ontem, Antes De Amanhã;Christine Liu;Documentário;Vega Filmes;SP;-;-;Vega Filmes;1;85;908
2010;B1001189100000;Doce Brasil Holandês;Monica Schmiedt;Documentário;M. Schmiedt Produções;RS;-;-;M. Schmiedt Produções;1;2115;10253
2010;B1001211600000;Dzi Croquettes;Raphael Alvarez/Tatiana Issa;Documentário;Tria Productions;RJ;Canal Brasil;RJ;Imovision;9;24348;230371,21
2010;B0700747100000;Elevado 3.5;João Sodré/Maíra Bühler/Paulo Pastorelo;Documentário;Primo Filmes;SP;Tv Cultura/Akron/João Sodré;SP/SP/-;Espaço Filmes;1;886;8118
2010;B0901027700000;Elza;Izabel Jaguaribe;Documentário;Pedra Corrida Produções;RJ;-;-;Gávea Filmes E Produções;9;4394;29704,7
2010;B0901062900000;Em Teu Nome;Paulo Nascimento;Ficção;Accorde Filmes;RS;-;-;Accorde Audiovisuais;16;47413;203675,61
2010;B1001147500000;Eu E Meu Guarda-Chuva;Toni Vanzolini;Ficção;Conspiração Filmes;RJ;Teleimage Productions/Casa 5;SP/SP;Fox;75;115466;770620
2010;B0800966100000;Federal;Erik De Castro;Ficção;Bsb Cinema;DF;Riofilme/Quanta-Rio/Limite Produções/Labocine;RJ/RJ/RJ/RJ;Europa/Riofilme;63;114483;992428,16
2010;B1001205200000;Fluidos;Alexandre Carvalho;Ficção;Asc Audiovisual;SP;-;-;Polifilmes;1;342;2854
2010;B1001311400000;Grêmio 10X0;Beto Souza;Documentário;G7 Cinema;SP;-;-;G7 Cinema;2;379;3697,49
2010;B1001136000000;High School Musical - O Desafio;César Rodrigues;Ficção;Total Entertainment;RJ;-;-;Sony;206;301082;2016382,17
2010;B0901099200000;Histórias De Amor Duram Apenas 90 Minutos;Paulo Halm;Ficção;Tipos E Tempos Produções;RJ;-;-;Downtown/Riofilme;12;10153;83428,11
2010;B1001166000000;Insolação;Daniela Thomas/Felipe Hirsch;Ficção;Cisma Produções;SP;Dezenove Som E Imagens/Teleimage;SP/SP;Europa;3;2524;19860,19
2010;B0700719500000;Jards Macalé - Um Morcego Na Porta Principal;Marco Abujamra;Documentário;Dona Rosa Filmes/Tema Eventos Culturais;RJ/RJ;-;-;Moviemobz;4;1588;14321,8
2010;B1001318000000;José E Pilar;Miguel Gonçalves Mendes;Documentário;O2 Filmes;SP;-;-;Espaço Filmes;20;39628;350700,61
2010;B0901107200000;Lula, O Filho Do Brasil;Fábio Barreto;Ficção;Filmes Do Equador;RJ;Globo Filmes;RJ;Downtown/Europa;360;848733;7066033,9
2010;B1101395900000;Luto Como Mãe;Luis Carlos Nascimento;Documentário;Tv Zero Cinema;RJ;-;-;Tv Zero Cinema;ND;ND;ND
2010;B1001182400000;Léo E Bia;Oswaldo Montenegro;Ficção;Oswaldo Montenegro Produções Artísticas;RJ;-;-;Copacabana Filmes;3;3622;20445,4
2010;B1001312200000;Meu Mundo Em Perigo;José Eduardo Belmonte;Ficção;Anhangabau Produções;SP;José Eduardo Belmonte;-;Vitrine Filmes;6;1389;8146,74
2010;B0901023600000;Morgue Story - Sangue, Baiacu E Quadrinhos;Paulo Biscaia Filho;Ficção;Vigor Mortis;PR;-;-;Moro Comunicação;2;1205;6908
2010;B1001282000000;Muita Calma Nessa Hora;Felipe Joffily;Ficção;Casé Filmes/Idéias Ideais;RJ/RJ;-;-;Europa/Riofilme;178;1485498;12832975,18
2010;B0600623600000;Netto E O Domador De Cavalos;Tabajara Ruas;Ficção;Walper Ruas Produções;RS;-;-;Walper Ruas;2;2822;21042,5
2010;B1001259400000;Nosso Lar;Wagner De Assis;Ficção;Cinética Filmes;RJ;Migdal Filmes;RJ;Fox;444;4060971;36128751
2010;B1001203400000;O Abraço Corporativo;Ricardo Kauffman;Documentário;Idéia Forte Comunicações;SP;-;-;Idéia Forte;1;929;8588
2010;B0901126500000;O Amor Segundo B. Schianberg;Beto Brant;Ficção;Drama Filmes;SP;-;-;Espaço Filmes;9;4273;37731,2
2010;B1001236300000;O Bem Amado;Guel Arraes;Ficção;Uns Produções E Filmes;RJ;-;-;Sony;157;955393;8393618,86
2010;B0700799200000;O Grão;Petrus Cariry;Ficção;Iluminura Filmes;CE;-;-;Usina Digital;5;1805;12227,75
2010;B0901113900000;O Homem Que Engarrafava Nuvens;Lírio Ferreira;Documentário;Good Ju-Ju;RJ;Total Entertainment/Lereby;RJ/RJ;Espaço Filmes;15;19247;150684,5
2010;B1001282200000;O Sol Do Meio-Dia;Eliane Caffé;Ficção;Politheama Filmes;SP;-;-;Pandora Filmes;5;3889;27540,09
2010;B0901121700000;Olhos Azuis;José Joffily;Ficção;Coevo Filmes;RJ;-;-;Imagem;20;15499;133821,87
2010;B1001143200000;Os Famosos E Os Duendes Da Morte;Esmir Filho;Ficção;Dezenove Som E Imagens;SP;Warner;SP;Warner;10;8328;67637
2010;B0901090500000;Os Inquilinos;Sérgio Bianchi;Ficção;Agravo Produções Cinematográficas;SP;-;-;Pandora Filmes;9;8662;64784,34
2010;B0901059800000;Pachamama;Eryk Rocha;Documentário;Urca Filmes;RJ;-;-;Videofilmes;6;4257;33585
2010;B1001257100000;Programa Casé – O Que A Gente Não Inventa, Não Existe;Estevão Ciavatta;Documentário;Pindorama Filmes;RJ;-;-;Espaço Filmes;11;2346;17017
2010;B1001188500000;Quincas Berro D'Água;Sérgio Machado;Ficção;Videofilmes;RJ;-;-;Sony;110;273031;2125919,72
2010;B1001172900000;Reflexões De Um Liquidificador;André Klotzel;Ficção;Brás Filmes;SP;Aurora Filmes/Electrica Cinema E Video/Secretaria Municipal De Cultura De São Paulo;SP/SP/SP;Bras Filmes;7;25479;179521,29
2010;B0700745800000;Rita Cadillac, A Lady Do Povo;Toni Venturi;Documentário;Olhar Imaginário;SP;-;-;Espaço Filmes;13;2891;26515,1
2010;B1001182000000;Segurança Nacional;Roberto Carminati;Ficção;Influência Filmes;SC;-;-;Europa;37;37410;285368,77
2010;B1001271700000;Soberano – Seis Vezes São Paulo;Carlos Nader/Mauricio Arruda;Documentário;G7 Cinema;SP;-;-;G7 Cinema;50;35212;346702,85
2010;B0901120600000;Solo;Ugo Giorgetti;Ficção;Sp Filmes De São Paulo;SP;-;-;Espaço Filmes;1;986;8970
2010;B1001160300000;Sonhos Roubados;Sandra Werneck;Ficção;Cineluz Produções;RJ;-;-;Europa;29;28594;199563,08
2010;B1001311300000;Supremacia Vermelha;Fabiano De Souza;Documentário;G7 Cinema;SP;-;-;G7 Cinema;2;547;5401,14
2010;B0901101600000;Só Dez Por Cento É Mentira;Pedro Cezar;Documentário;Artezanato Eletrônico;RJ;Vite Produções/Pedro Cezar;RJ/-;Downtown;5;5919;52032
2010;B1001298600000;Terra Deu, Terra Come;Rodrigo Siqueira;Documentário;7 Estrelo Filmes/Tango Zulu Filmes;SP/SP;-;-;Videofilmes;3;1897;16878,4
2010;B1001162900000;Terras;Maya Da-Rin;Documentário;Cineluz Produções;RJ;-;-;Vitrine Filmes;6;875;6678,21
2010;B1001251100000;Todo Poderoso: O Filme - 100 Anos De Timão;André Garolli/Ricardo Aidar;Documentário;Canal Azul;SP;-;-;Fox;1;1437;16505
